Time (s),Roll (deg),Pitch (deg),Yaw (deg)
<<<<<<< HEAD
0.066887379,3.08864,-0.5511839,4.280311
0.165979385,2.963302,-0.8230429,4.104267
0.265071869,2.80929,-0.9045947,4.120974
0.366641522,2.728636,-0.8623365,4.126571
0.465733528,2.65826,-0.8357757,4.067513
0.567303658,2.618284,-0.8814691,4.053974
0.666395188,2.624941,-0.7733212,4.026301
0.777873993,2.551768,-0.8203118,4.034198
0.867057324,2.517407,-0.7881659,4.025474
0.966149807,2.608431,-0.6514429,3.97834
1.104878902,2.577024,-0.6615759,-0.03278929
1.166812420,2.616059,-0.6742781,-0.07433744
1.265904903,2.644423,-0.6961789,-0.08891074
1.367474556,2.639416,-0.7163301,-0.1624758
1.466567040,2.697967,-0.650745,-0.2088155
1.565659523,2.704212,-0.6919874,-0.2622716
1.667229176,2.678019,-0.6393968,-0.2624625
1.766322136,2.692655,-0.6073303,-0.2772491
1.865414620,2.714024,-0.5043921,-0.3797471
1.966984272,2.706136,-0.4741993,-0.4150365
2.066077232,2.671289,-0.4641072,-0.4084749
2.165169716,2.66394,-0.4937047,-0.4665602
2.269216538,2.647583,-0.5192336,-0.4892924
2.365832329,2.647519,-0.4485634,-0.5020427
2.467401981,2.660859,-0.4838187,-0.5634269
2.566494942,2.636988,-0.4386955,-0.5906243
2.665587425,2.609471,-0.4617895,-0.595786
2.767158032,2.601521,-0.4561756,-0.6235886
2.866250038,2.595077,-0.3986643,-0.6253635
2.967820645,2.600406,-0.3596936,-0.626172
3.066913128,2.574356,-0.3220789,-0.6447484
3.168483257,2.576418,-0.3664547,-0.7362294
3.265099049,2.569497,-0.3985532,-0.7260951
3.366668701,2.576351,-0.436185,-0.7676272
3.465762138,2.587045,-0.4423739,-0.7360943
3.567332268,2.53952,-0.5066158,-0.6609745
3.668901920,2.558935,-0.5102507,-0.647263
3.767994881,2.551807,-0.5116919,-0.6058486
3.867088318,2.569975,-0.4971644,-0.6121278
3.966181278,2.588154,-0.4831738,-0.652687
4.065273762,2.573856,-0.5009014,-0.6190099
4.166843891,2.600234,-0.53834,-0.7360004
4.268414497,2.578668,-0.6212822,-0.7353147
4.365029812,2.559015,-0.6093724,-0.707204
4.466600418,2.577764,-0.607265,-0.7400047
4.565693379,2.615901,-0.5719779,-0.7933795
4.667263985,2.584697,-0.672306,-0.7807279
4.766356945,2.591695,-0.6312408,-0.8146188
4.867927075,2.59503,-0.653129,-0.8213413
4.967020512,2.625232,-0.672444,-0.8359461
5.066113472,2.594876,-0.6672086,-0.8144935
5.167683601,2.627277,-0.6426023,-0.8756629
5.266776562,2.592981,-0.7235014,-0.8101478
5.365869999,2.487432,-0.8320464,-0.7332436
5.464962959,2.502285,-0.8554763,-0.7581699
5.566533089,2.493857,-0.9086465,-0.7751359
5.665627003,2.496029,-0.9021242,-0.7965201
5.767197609,2.481337,-0.9232729,-0.8279073
5.866290570,2.471751,-0.9266742,-0.8812374
5.975292683,2.490255,-0.9021389,-0.869306
6.066953659,2.43298,-0.9378487,-0.8096128
6.166047573,2.425592,-0.9625584,-0.7770603
6.265140534,2.413241,-0.9352326,-0.7335806
6.366711140,2.385023,-0.9520143,-0.7693047
6.465804577,2.376699,-0.9182873,-0.8062733
6.567375183,2.376154,-0.8860832,-0.8110394
6.666468144,2.331221,-0.8963823,-0.8239403
